annotator_id,reliability_score,num_annotations,dataset
10199,0.9999999999869061,16,hate_speech
10200,0.8034693972620909,23,hate_speech
10201,0.8890221139985368,25,hate_speech
10204,0.9999999999300612,15,hate_speech
10206,0.8501495705606621,20,hate_speech
10208,0.7255918018778023,18,hate_speech
10209,0.7268447522486776,21,hate_speech
1021,0.921982374067261,23,hate_speech
10210,0.6319426863618333,14,hate_speech
10212,0.6241496520118097,17,hate_speech
10213,0.9166666666303868,14,hate_speech
10214,0.9999999999633364,15,hate_speech
10215,0.999999999963366,19,hate_speech
10216,0.8356155849529852,21,hate_speech
10218,0.9999999999601467,10,hate_speech
10220,0.9722222219906325,22,hate_speech
10223,0.732923130238154,18,hate_speech
10225,0.9166466996482487,12,hate_speech
10228,0.7164327741249388,19,hate_speech
10229,0.9999999999821694,12,hate_speech
10231,0.9999999999794689,18,hate_speech
10233,0.837754266051048,16,hate_speech
10234,0.6999999999970654,14,hate_speech
10235,0.9999999999017952,12,hate_speech
10236,0.9103895613602502,18,hate_speech
10237,0.9345682710124101,14,hate_speech
10238,0.9998748901910028,22,hate_speech
1024,0.8466486712363139,15,hate_speech
10240,0.9176358651290955,18,hate_speech
10241,0.7973533644451187,17,hate_speech
10242,0.8328135227524722,23,hate_speech
10244,0.6944444444437462,13,hate_speech
10245,0.7394536676301191,18,hate_speech
10246,0.9999988108680984,19,hate_speech
10247,0.7525595334550093,10,hate_speech
10248,0.8582090945414623,21,hate_speech
10249,0.9999999999844109,16,hate_speech
10250,0.6448657012896819,17,hate_speech
10251,0.8765969294002321,11,hate_speech
10252,0.885299252345676,19,hate_speech
10253,0.9942105386154402,18,hate_speech
10254,0.9999999999840922,14,hate_speech
10256,0.7681589418922565,21,hate_speech
10257,0.8749999999487863,14,hate_speech
10258,0.7412793643960113,17,hate_speech
10260,0.9495389285695216,18,hate_speech
10261,0.7114381367868723,20,hate_speech
10262,0.8868887971992072,26,hate_speech
10263,0.8438822089591862,20,hate_speech
10264,0.8310739596801533,15,hate_speech
10265,0.8153789218878489,23,hate_speech
10266,0.9590044021247743,24,hate_speech
10267,0.8614547397407802,20,hate_speech
10269,0.8888888934490229,15,hate_speech
1027,0.8444170847734136,23,hate_speech
10270,0.9083857610347551,15,hate_speech
10271,0.7866538796676679,21,hate_speech
10272,0.8672853198700914,16,hate_speech
10273,0.7540367097781062,21,hate_speech
10274,0.6557984261492256,22,hate_speech
10275,0.7937991197407374,14,hate_speech
10276,0.9253622803328116,20,hate_speech
10277,0.8999999999832191,17,hate_speech
10278,0.6394491752022803,17,hate_speech
10279,0.8697601692778758,19,hate_speech
1028,0.8097994390077381,18,hate_speech
10280,0.8864276144239378,14,hate_speech
10281,0.9627835007026138,18,hate_speech
10282,0.71013031026962,18,hate_speech
10283,0.7795913512150513,19,hate_speech
10284,0.8786322730685028,25,hate_speech
10285,0.6345057110132752,19,hate_speech
10286,0.8588276079801752,20,hate_speech
10287,0.8995264062256445,22,hate_speech
1029,0.7904781528776375,19,hate_speech
10290,0.961142221364749,20,hate_speech
10292,0.915696594139818,11,hate_speech
10293,0.8504938736140442,23,hate_speech
10295,0.8030061575186493,22,hate_speech
10296,0.8623092830704286,23,hate_speech
10297,0.32383768431623566,14,hate_speech
10298,0.9001516309396286,17,hate_speech
10299,0.707273526672842,20,hate_speech
103,0.8938957162265372,12,hate_speech
10301,0.9999999999545406,17,hate_speech
10302,0.3260588607438196,9,hate_speech
10303,0.9999999999853532,15,hate_speech
10305,0.9999018907560823,17,hate_speech
10306,0.8862084726994027,12,hate_speech
10307,0.6448134293647234,20,hate_speech
10308,0.9999999999657274,9,hate_speech
10309,0.9615384615167026,19,hate_speech
1031,0.7881268415454336,15,hate_speech
10310,0.8860543545797759,13,hate_speech
10311,0.9999999999820293,14,hate_speech
10312,0.8980561343102466,16,hate_speech
10313,0.8727037262949138,18,hate_speech
10314,0.999999998512658,12,hate_speech
10315,0.8220622033165872,16,hate_speech
10316,0.7324277341643803,13,hate_speech
10317,0.8772063179252241,14,hate_speech
10319,0.9269857986195349,16,hate_speech
1032,0.7743962387200202,21,hate_speech
10321,0.7603557461197044,24,hate_speech
10322,0.8928571428431862,19,hate_speech
10323,0.9779131232010617,18,hate_speech
10324,0.4999999999999815,14,hate_speech
10326,0.9073911436354171,14,hate_speech
10327,0.8365778685665779,15,hate_speech
10328,0.8585252030663009,15,hate_speech
10329,0.9279072678460207,20,hate_speech
1033,0.9999999999854545,16,hate_speech
10330,0.7889329155223113,19,hate_speech
10331,0.7625461751550701,14,hate_speech
10332,0.9999999998318749,19,hate_speech
10334,0.999999819212198,13,hate_speech
10335,0.8337208051935157,18,hate_speech
10337,0.7797809345425549,20,hate_speech
10339,0.852046729709433,12,hate_speech
10340,0.9251748450751986,13,hate_speech
10343,0.81768714038806,13,hate_speech
10344,0.6852204294310035,15,hate_speech
10345,0.8194815051980363,22,hate_speech
10346,0.5000000000074345,14,hate_speech
10349,0.6972006866348348,19,hate_speech
1035,0.8119140709452806,14,hate_speech
10350,0.71807270939518,20,hate_speech
10351,0.8026808575849075,14,hate_speech
10352,0.7977980992702299,22,hate_speech
10353,0.7838114959166103,23,hate_speech
10354,0.8605537113968148,17,hate_speech
10355,0.7159549972338624,12,hate_speech
10356,0.8792088763776527,19,hate_speech
10357,0.9956719195347012,20,hate_speech
10358,0.7760986971904558,18,hate_speech
10359,0.9888173753844363,19,hate_speech
1036,0.999999999953824,21,hate_speech
10360,0.9208432242575106,20,hate_speech
10361,0.9868033787731653,13,hate_speech
10363,0.999999995928073,18,hate_speech
10365,0.7611837221502705,23,hate_speech
10366,0.7434976172834872,21,hate_speech
10367,0.9739981859508948,14,hate_speech
1037,0.9999999999839286,18,hate_speech
10371,0.7715714303913559,17,hate_speech
10372,0.8576383177011033,16,hate_speech
10373,0.8980617843424141,20,hate_speech
10374,0.7587431754618744,11,hate_speech
10375,0.999999999735565,11,hate_speech
10376,0.9999790906968118,17,hate_speech
10377,0.8749447088104074,19,hate_speech
10378,0.9291083339336832,23,hate_speech
10379,0.8473275391078654,13,hate_speech
1038,0.7407864682645062,14,hate_speech
10380,0.7501863175566597,22,hate_speech
10381,0.8664893014479035,21,hate_speech
10383,0.9999838410969427,13,hate_speech
10384,0.9444444444038131,12,hate_speech
10386,0.8231692741787928,15,hate_speech
10387,0.9231919536455585,12,hate_speech
10389,0.9999306017335337,13,hate_speech
1039,0.7943994350937853,9,hate_speech
10390,0.8454234845738884,17,hate_speech
10392,0.8293156831216135,22,hate_speech
10395,0.8266687739541585,15,hate_speech
10396,0.5963032475940178,16,hate_speech
10397,0.7889660188509489,15,hate_speech
10398,0.8270580548890503,21,hate_speech
10399,0.7900426875154178,20,hate_speech
104,0.777806114403951,13,hate_speech
1040,0.8914340902889737,22,hate_speech
10401,0.9999997990669385,13,hate_speech
10402,0.8109259343724281,11,hate_speech
10403,0.9999999990832593,17,hate_speech
10404,0.6068734905260775,13,hate_speech
10405,0.7932430460129265,18,hate_speech
10406,0.8127135769760471,20,hate_speech
10408,0.7247768284902639,23,hate_speech
10409,0.9041414092545208,23,hate_speech
1041,0.8444176842741283,14,hate_speech
10410,0.9285714285510311,21,hate_speech
10411,0.9021879799304596,21,hate_speech
10412,0.8999996256357325,17,hate_speech
10415,0.7857743596956814,15,hate_speech
10416,0.669801135872792,19,hate_speech
10417,0.9730098133434517,14,hate_speech
10419,0.9999999679937164,13,hate_speech
10421,0.8672058853175053,19,hate_speech
10422,0.9010733538632559,17,hate_speech
10423,0.8573262108963932,20,hate_speech
10424,0.8551374113967745,11,hate_speech
10425,0.9999999998947816,10,hate_speech
10428,0.8350670508816882,19,hate_speech
1043,0.7940973891580726,14,hate_speech
10430,0.956277111051577,19,hate_speech
10431,0.8709501383919894,10,hate_speech
10434,0.804363331105529,8,hate_speech
10435,0.6722246446242666,13,hate_speech
10436,0.8545005962104997,14,hate_speech
10437,0.7436188311804351,12,hate_speech
10438,0.8639020351952248,14,hate_speech
10439,0.9012163533348828,11,hate_speech
1044,0.8124999998128025,12,hate_speech
10443,0.9442465174407315,15,hate_speech
10444,0.8493852458713208,20,hate_speech
10446,0.6480896548609124,17,hate_speech
10448,0.9965998956221149,21,hate_speech
1045,0.9999999999635361,13,hate_speech
10452,0.853256943984094,22,hate_speech
10453,0.7433874199272295,16,hate_speech
10454,0.6208142415032414,17,hate_speech
10455,0.9093868594829742,18,hate_speech
10456,0.7939802252914531,16,hate_speech
10458,0.9999999997898877,17,hate_speech
10459,0.7508364106549599,21,hate_speech
1046,0.7241737870693925,17,hate_speech
10461,0.9288367955515728,17,hate_speech
10462,0.9999999990983002,14,hate_speech
10463,0.9568122921416662,18,hate_speech
10464,0.8869846763851663,12,hate_speech
10466,0.8385349442860074,18,hate_speech
1047,0.7315752335759311,22,hate_speech
10470,0.9999788766565273,10,hate_speech
10471,0.983352938585613,21,hate_speech
10472,0.999955494797415,10,hate_speech
10473,0.7008473981740938,20,hate_speech
10474,0.8689117515055205,10,hate_speech
10475,0.8333333303074143,11,hate_speech
10476,0.6514815887103587,20,hate_speech
10478,0.9104062519062832,15,hate_speech
10479,0.7471913623979491,13,hate_speech
1048,0.8749999999786718,9,hate_speech
10480,0.6488621417109105,14,hate_speech
10481,0.5793152529661558,17,hate_speech
10482,0.9999999999778484,15,hate_speech
10483,0.860294165294311,16,hate_speech
10484,0.778450627713404,24,hate_speech
10485,0.9999999999458078,14,hate_speech
10486,0.6090504507920851,11,hate_speech
10487,0.5927049171872109,21,hate_speech
10489,0.9212163074150044,21,hate_speech
1049,0.8587546181184995,22,hate_speech
10490,0.7042533577037504,22,hate_speech
10491,0.8205585160719535,16,hate_speech
10492,0.8809689865445954,22,hate_speech
10494,0.9991699055344803,21,hate_speech
10495,0.7701781177286331,22,hate_speech
10498,0.8883327919035668,14,hate_speech
105,0.9048276716667303,21,hate_speech
1050,0.8116543932187114,22,hate_speech
10501,0.8361149516129147,23,hate_speech
10503,0.7857946663821083,15,hate_speech
10504,0.9999999998668821,12,hate_speech
10505,0.9439168789912831,17,hate_speech
10507,0.8381671497787517,21,hate_speech
10508,0.7851055183237245,20,hate_speech
10509,0.8214693314705679,11,hate_speech
10511,0.7364940202581524,17,hate_speech
10512,0.7288138405550355,22,hate_speech
10513,0.8342647729750319,16,hate_speech
10514,0.8974742643157065,20,hate_speech
10516,0.9121919685389972,10,hate_speech
10519,0.8288550322224546,16,hate_speech
10521,0.7433577614705043,18,hate_speech
10522,0.8036110721489791,22,hate_speech
10523,0.6911547399103097,18,hate_speech
10525,0.8888352220853131,25,hate_speech
10529,0.895145016805527,20,hate_speech
10530,0.9443241561070084,21,hate_speech
10531,0.8358384914873811,20,hate_speech
10532,0.8917678574564887,18,hate_speech
10533,0.8793301301189381,17,hate_speech
10534,0.7090317334237242,20,hate_speech
10535,0.7328373648706006,15,hate_speech
10536,0.9999999999779073,11,hate_speech
10537,0.8194926925420548,19,hate_speech
10538,0.8822176542284916,19,hate_speech
10539,0.9913817836997414,13,hate_speech
1054,0.7712158033825003,15,hate_speech
10541,0.7898374959305929,10,hate_speech
10542,0.9362298636860803,24,hate_speech
10544,0.8971815680703341,12,hate_speech
10545,0.909224029058485,21,hate_speech
10547,0.9485823255978865,19,hate_speech
10548,0.9558073851347506,19,hate_speech
10549,0.9999999999651343,13,hate_speech
1055,0.7502833143333971,22,hate_speech
10550,0.8225638776870811,21,hate_speech
10551,0.9999999999383925,12,hate_speech
10552,0.7730124648396783,12,hate_speech
10553,0.9999999999774731,19,hate_speech
10554,0.8613750718245372,21,hate_speech
10555,0.893895716198845,17,hate_speech
10556,0.9999999999666587,15,hate_speech
10557,0.947565441643664,16,hate_speech
10558,0.8414602813975267,17,hate_speech
1056,0.9999999998677629,21,hate_speech
10560,0.8312784674639817,14,hate_speech
10561,0.7387013930057776,25,hate_speech
10565,0.6019977501640003,10,hate_speech
10567,0.8542530613157877,21,hate_speech
10568,0.9230769230893313,20,hate_speech
10569,0.9312434818040822,18,hate_speech
1057,0.72938308222877,19,hate_speech
10570,0.9022283838897938,18,hate_speech
10571,0.9999999999743214,9,hate_speech
10573,0.9999999999334654,17,hate_speech
10574,0.9694991281960406,15,hate_speech
10575,0.849999999914809,13,hate_speech
10576,0.8463808750882624,20,hate_speech
10577,0.8017800504323247,19,hate_speech
10578,0.8905377298195891,17,hate_speech
1058,0.9999999999701684,15,hate_speech
10580,0.9766707848373508,21,hate_speech
10583,0.5936692554101379,16,hate_speech
10584,0.9340581080226673,14,hate_speech
10585,0.9388283241931334,13,hate_speech
10586,0.8873597826912549,19,hate_speech
10588,0.8718988423326566,16,hate_speech
1059,0.9423686523385204,17,hate_speech
10592,0.8516687920116435,16,hate_speech
10593,0.9008490027394516,13,hate_speech
10595,0.914327513744836,13,hate_speech
10598,0.8432572751595064,22,hate_speech
10599,0.9275278188416707,20,hate_speech
106,0.8571428571286899,13,hate_speech
1060,0.8883715243675454,6,hate_speech
10601,0.9999999923959559,8,hate_speech
10602,0.7721789273502795,19,hate_speech
10603,0.7054448948983236,14,hate_speech
10604,0.861738555611829,16,hate_speech
10605,0.7710371945044839,21,hate_speech
10606,0.9197138887492636,10,hate_speech
10607,0.7711125261832321,22,hate_speech
10608,0.9999999999610163,16,hate_speech
10609,0.8200305201644653,12,hate_speech
1061,0.7493924711705937,15,hate_speech
10611,0.7796549346242412,15,hate_speech
10613,0.8828512133599484,24,hate_speech
10615,0.8719103368902182,17,hate_speech
10617,0.9999999999783071,15,hate_speech
10618,0.9823304765230272,19,hate_speech
10619,0.7391647555572708,20,hate_speech
1062,0.999999999951326,22,hate_speech
10621,0.7027639006522217,13,hate_speech
10622,0.7404986587989777,18,hate_speech
10623,0.6712641855267009,20,hate_speech
10626,0.7421602949039336,14,hate_speech
10628,0.9215273770113639,15,hate_speech
10629,0.9998902461943983,23,hate_speech
1063,0.8719563542476858,12,hate_speech
10630,0.9999999998943057,18,hate_speech
10631,0.6935896261362894,16,hate_speech
10632,0.888888888876582,20,hate_speech
10633,0.8050911230175017,20,hate_speech
10637,0.7108697353507301,21,hate_speech
10638,0.8814046117590647,16,hate_speech
10639,0.9999999948745307,18,hate_speech
10640,0.9999741049968841,15,hate_speech
10642,0.9438659572763723,18,hate_speech
10643,0.9999999998745657,8,hate_speech
10644,0.583473563762982,14,hate_speech
10645,0.8716621128987322,19,hate_speech
10646,0.9922387849569654,24,hate_speech
10647,0.90321151059242,16,hate_speech
10648,0.58823100227438,25,hate_speech
10649,0.8207268493299019,18,hate_speech
10650,0.8749999999737353,9,hate_speech
10651,0.8429455960786736,20,hate_speech
10652,0.7202118588813209,21,hate_speech
10653,0.7118609324355656,17,hate_speech
10656,0.870455961200516,22,hate_speech
10657,0.8781234454799707,17,hate_speech
10658,0.8866809710946364,20,hate_speech
10659,0.8173286502914945,19,hate_speech
10660,0.6469950368338104,24,hate_speech
10661,0.7415297851357908,17,hate_speech
10662,0.9329266707918016,16,hate_speech
10663,0.9483777365300889,19,hate_speech
10664,0.8200305201958116,11,hate_speech
10665,0.7555182713480738,19,hate_speech
10666,0.6600431962747709,11,hate_speech
10667,0.7410745790284291,22,hate_speech
10668,0.2845389337039265,11,hate_speech
1067,0.9217479120539609,18,hate_speech
10670,0.906095299375798,19,hate_speech
10671,0.7912123356771041,18,hate_speech
10672,0.7555500095033307,21,hate_speech
10673,0.6827280830762267,17,hate_speech
10674,0.999982638111113,18,hate_speech
10675,0.9319154695029581,19,hate_speech
10677,0.9999999999627998,22,hate_speech
10679,0.9166236473158194,14,hate_speech
1068,0.9999999562794608,15,hate_speech
10680,0.9999999999878572,17,hate_speech
10681,0.8530406233758654,15,hate_speech
10683,0.7834075081634558,13,hate_speech
10684,0.92126971245586,21,hate_speech
10686,0.9282323615076358,18,hate_speech
10687,0.9041327778492043,23,hate_speech
10689,0.9615384615173597,18,hate_speech
1069,0.7996786044731674,13,hate_speech
10690,0.9315382912721439,19,hate_speech
10691,0.7999976905605845,8,hate_speech
10692,0.9999999999332476,14,hate_speech
10694,0.9999998444358469,18,hate_speech
10695,0.7205816642491975,20,hate_speech
10696,0.8238378059087077,22,hate_speech
10698,0.9999999999617804,17,hate_speech
10699,0.7421770941414643,23,hate_speech
1070,0.9211566977760057,22,hate_speech
10700,0.8119314911732571,21,hate_speech
10702,0.8663552472620548,20,hate_speech
10703,0.7316305808765979,22,hate_speech
10704,0.8369755224543907,19,hate_speech
10706,0.7647699989447116,11,hate_speech
10708,0.6992050676039072,18,hate_speech
10709,0.8444444572238233,14,hate_speech
1071,0.7077864697529164,16,hate_speech
10710,0.6072790603817122,11,hate_speech
10711,0.78615328109055,13,hate_speech
10712,0.8224856455195788,24,hate_speech
10714,0.6433459886226639,14,hate_speech
10715,0.6367966706508977,11,hate_speech
10716,0.9583333333250149,18,hate_speech
10718,0.8938957180505542,19,hate_speech
10721,0.870060207152731,18,hate_speech
10722,0.9227579173573222,17,hate_speech
10723,0.7999994610319534,10,hate_speech
10724,0.8287171200748324,18,hate_speech
10728,0.7573707963276126,20,hate_speech
10729,0.9993831902428197,14,hate_speech
1073,0.9999999983852156,14,hate_speech
10730,0.8400673803680863,12,hate_speech
10731,0.9999999999883882,23,hate_speech
10732,0.6249267657495737,14,hate_speech
10733,0.5914037121519771,12,hate_speech
10734,0.8942708641662294,16,hate_speech
10735,0.6997079343521251,20,hate_speech
10736,0.9083943872390012,15,hate_speech
10737,0.834611542436386,19,hate_speech
10738,0.9999999999607259,17,hate_speech
10739,0.6500638567202096,18,hate_speech
1074,0.8403167870164642,21,hate_speech
10740,0.7692765615487314,15,hate_speech
10742,0.8318340557498034,16,hate_speech
10743,0.488795366534926,16,hate_speech
10744,0.9726127864359556,24,hate_speech
10745,0.7815984973018033,16,hate_speech
10748,0.803115353388369,11,hate_speech
10749,0.9999923856899391,18,hate_speech
1075,0.6981037554922149,11,hate_speech
10750,0.9999999894628805,22,hate_speech
10752,0.8169669407339368,20,hate_speech
10753,0.9999999999216644,15,hate_speech
10754,0.9367012512443376,17,hate_speech
10756,0.6651365807304774,21,hate_speech
10759,0.8062823127638661,20,hate_speech
1076,0.9999795692093307,19,hate_speech
10760,0.994888440009555,17,hate_speech
10762,0.8563457654054973,16,hate_speech
10763,0.6857142857113241,19,hate_speech
10764,0.9999999099121735,19,hate_speech
10765,0.630243648628811,17,hate_speech
10768,0.812682034389927,15,hate_speech
10769,0.6241734889323619,16,hate_speech
1077,0.8228508913329715,15,hate_speech
10771,0.8295755943981865,20,hate_speech
10772,0.7226447038698471,19,hate_speech
10773,0.7213558394995806,22,hate_speech
10774,0.9217634259148586,13,hate_speech
10775,0.8418699981534143,16,hate_speech
10776,0.9960191123158952,18,hate_speech
10777,0.6966675190001579,18,hate_speech
10778,0.6781772114078076,21,hate_speech
1078,0.6651754961094452,22,hate_speech
10780,0.8571428571084334,18,hate_speech
10781,0.7451954772513265,13,hate_speech
10783,0.9638199859632872,24,hate_speech
10785,0.8317597309939141,19,hate_speech
10788,0.9056001627175527,18,hate_speech
10789,0.8878429918003203,17,hate_speech
10790,0.7937339996944712,14,hate_speech
10792,0.7172714991846196,21,hate_speech
10794,0.9488363625283873,19,hate_speech
10795,0.9999998568197896,12,hate_speech
10799,0.8595177132254169,17,hate_speech
108,0.8548788040869173,17,hate_speech
1080,0.9374421573797127,11,hate_speech
10800,0.7236527467687569,22,hate_speech
10801,0.7695371387013159,22,hate_speech
10804,0.9999999999431495,12,hate_speech
10805,0.931942780429771,19,hate_speech
10807,0.9999999999845415,21,hate_speech
10808,0.9506636966098235,18,hate_speech
10809,0.999999943176177,16,hate_speech
1081,0.764094663870125,25,hate_speech
10810,0.9763050355936687,14,hate_speech
10811,0.8147154581719244,24,hate_speech
10812,0.831496273645776,10,hate_speech
10815,0.9999999999758842,21,hate_speech
10817,0.9999572381009751,24,hate_speech
10819,0.948906788977127,22,hate_speech
1082,0.7526057802621425,12,hate_speech
10820,0.8508768652587617,15,hate_speech
10822,0.9030195077164251,18,hate_speech
10823,0.7094597527894165,17,hate_speech
10824,0.8004854490025084,20,hate_speech
10825,0.7128830450096497,15,hate_speech
10826,0.9652606072018771,21,hate_speech
10827,0.8999999999626114,13,hate_speech
1083,0.6022440575414238,19,hate_speech
10830,0.8819703110046376,23,hate_speech
10831,0.8116478185705487,12,hate_speech
10832,0.859044588639637,15,hate_speech
10833,0.7034764576025849,16,hate_speech
10834,0.6405018677156273,15,hate_speech
10836,0.7767480982690987,16,hate_speech
10838,0.9999999998599368,20,hate_speech
10839,0.7083339328864126,14,hate_speech
1084,0.9478075236165514,21,hate_speech
10840,0.9999999999566991,14,hate_speech
10841,0.6449763348200984,21,hate_speech
10842,0.9999999974869416,18,hate_speech
10844,0.9999999999613269,13,hate_speech
10845,0.8611111111078389,15,hate_speech
10846,0.8265565503139694,13,hate_speech
10847,0.9064237831021238,13,hate_speech
10848,0.959396345820521,23,hate_speech
10851,0.9999999999339667,21,hate_speech
10852,0.9009982940923968,22,hate_speech
10853,0.9017732084612162,21,hate_speech
10856,0.62929398244617,22,hate_speech
1086,0.6480319746882146,14,hate_speech
10860,0.6426379151711719,22,hate_speech
10861,0.7774400884774602,15,hate_speech
10862,0.9497334842849509,18,hate_speech
10863,0.9999999999353204,20,hate_speech
10864,0.8060444216093403,18,hate_speech
10865,0.8276303985476234,15,hate_speech
10867,0.95833333398447,21,hate_speech
10869,0.8848381795179354,19,hate_speech
